Product Description,Type,Score
"Axis-Shield Liquid Stable (LS) 2-Part HOMOCYSTEINE REAGENT, Part Number FHBC100 - Product Usage: The device can assist in the diagnosis and treatment of patients suspected of having hyperhomocysteinemia and homocystinuria. The device is intended for Professional use only.",Blood Pumps,0.6839257478713989
"Axis-Shield Liquid Stable (LS) 2-Part HOMOCYSTEINE REAGENT, Part Number FHRWR100 - Product Usage: The device can assist in the diagnosis and treatment of patients suspected of having hyperhomocysteinemia and homocystinuria. The device is intended for Professional use only.",Blood Pumps,0.6839257478713989
"Axis-Shield Liquid Stable (LS) 2-Part HOMOCYSTEINE REAGENT, Part Number FHRWR1000 - Product Usage: The device can assist in the diagnosis and treatment of patients suspected of having hyperhomocysteinemia and homocystinuria. The device is intended for Professional use only.",Blood Pumps,0.6839257478713989
"PTS Panels CHOL+HDL+GLU Test Strips, Reference Number 5412, for use on CardioChek PA or CardioChek Plus analyzers",Other,0.574877917766571
"7% BSA (Bovine Serum Albumin), Product Code: 8262487 - Product Usage: is used to dilute samples when assay values exceed the reportable (dynamic) range using the VITROS 250/350/5,1 FS/4600 Chemistry Systems and VITROS 5600/XT 7600 Integrated Systems.",Blood Pumps,0.6710623502731323
"Urine Electrolyte Diluent, Product Code: 1112352 - Product Usage: used to dilute urine specimens for analysis of sodium (Na+) and potassium (K+) on VITROS 250/350/5,1 FS/4600 Chemistry Systems and the VITROS 5600/XT 7600 Integrated Systems.",Blood Pumps,0.6666982769966125
AIA-PACK B12 Pretreatment Set- IVD for diagnostic use for pre-treatment of calibrators/controls. Part Number: 020706,Ventilation and Respiratory Devices,0.6750304698944092
Lamicel 20PK 3MM INTL Cervical dilator,Trachea Devices,0.7093168497085571
Lamicel 20PK 5MM INTL,Other,0.21827161312103271
Lamicel 10PK 10MM INTL,Other,0.3345884382724762
STA   UNICALIBRATOR (ref. 00675),Anesthesia Equipment,0.8400943279266357
STA  SYSTEM CONROL N + P (ref. 00678),Anesthesia Equipment,0.848474383354187
"RayStation stand-alone software treatment planning system, Model Numbers 4.0, 4.5, 4.7, 4.9, 5.0, 6.0, 6.1, 6.2, 6.3, 7.0, 8.0, 8.1, 9.0 - Product Usage: RayStation is a software system designed for treatment planning and analysis of radiation therapy. The treatment plans provide treatment unit set-up parameters and estimates of dose distributions expected during the proposed treatment, and may be used to administer treatments after review and approval by the intended user. The system functionality can be configured based on user needs. The intended users of RayStation shall be clinically qualified radiation therapy staff trained in using the system.",Infusion Pumps,0.6613823175430298
"INTEGRA, Drill CS 4.5, quick coupling single use, REF 430453",Other,0.5940417051315308
"INTEGRA, Drill CS 4.0, quick coupling single use, REF 430425",Other,0.5834904313087463
"VNS Therapy, SenTiva, Model # 1000, (01)05425025750405, Rx Only  for vagal nerve stimulation (VNS) therapy",Infusion Pumps,0.7284908294677734
"Babi.Plus 12.5 cm H2O Pressure Relief Manifold, REF 1030, RX Only, UDI: 04710810093562",Other,0.5855532884597778
"Babi.Plus Bubble PAP Valve with 12.5 cm H2O Pressure Relief Manifold, REF 1002, Rx Only, UDI: 24710810093559",Blood Pumps,0.6476630568504333
"Babi.Plus 12.5 cm H2O Pressure Relief Manifold with Gas Supply Tube and Oxygen Sensor Port, REF 2691, Rx Only, UDI: 04710810100802",Ventilation and Respiratory Devices,1.0
"ApexPro Telemetry System - Product Usage: The ApexPro Telemetry System is intended for use under the direct supervision of a licensed healthcare practitioner. The system is designed to acquire and monitor physiological data for ambulating patients within a defined coverage area. The system processes this physiological data to detect various ECG arrhythmia events and select physiological parameter limit violations. The ApexPro Telemetry System is intended to be installed in the hospital or clinical environment in order to provide clinicians with patient physiological data, while allowing for patient mobility. These systems are typically deployed in sub acute care areas in hospitals or clinical sites where patient mobility can enhance the effectiveness of the medical procedures administered.",Blood Pumps,0.7082682847976685
"CIC Pro Clinical Information Center Central Station - Product Usage: The intended use is to provide clinicians with adult, pediatric and neonatal patient data in a centralized location within a hospital or clinical environment. CIC Pro Clinical Information Center central station is intended to collect information from a network and display this data. This data includes physiological, patient demographic and/or other nonmedical information.",Blood Pumps,0.6750719547271729
"CARESCAPE Central Station - Product Usage: The intended use is to provide clinicians with adult, pediatric and neonatal patient data within a hospital or clinical environment. The CARESCAPE Central Station is intended to collect information from a network and display this data. This data includes physiological, patient demographic and/or other nonmedical information.",Blood Pumps,0.6865826845169067
"S.M.A.R.T. Nitinol Stent System and the S.M.A.R.T. Control Nitinol Stent System.   
The SMART stent system includes a self-expanding stent made of Nitinol (nickel-titanium alloy) material and a 6 French (2.0 mm) or 7 French (2.3 mm) sheathed delivery system.  The stent is laser cut from a solid nitinol tube into a fine mesh ( Z  Configuration) design.  The stent expands to its unconstrained diameter when released from the deployment catheter into the iliac artery.  Upon deployment, the stent forms an open lattice and pushes outward on the luminal surface, helping to maintain the patency of the artery.  Due to the self-expanding behavior of nitinol, the stents are indicated for placement into vessels that are 1-2 mm smaller in diameter than the unconstrained diameter of the stent.
The SMART Control stent system includes a self-expanding stent made of Nitinol (nickel-titanium alloy) material and a 6 French (2.0 mm) sheathed delivery system.  The stent is laser cut from a solid nitinol tube into a fine mesh ( Z  Configuration) design.  The stent expands to its unconstrained diameter when released from the deployment catheter into the iliac artery.  Upon deployment, the stent forms an open lattice and pushes outward on the luminal surface, helping to maintain the patency of the artery.  Due to the self-expanding behavior of nitinol, the stents are indicated for placement into vessels that are 1-2 mm smaller in diameter than the unconstrained diameter of the stent.  The stent is equipped with 12 tantalum markers, 6 at each end, to increase the visibility of the stent under fluoroscopic imaging.  The SMART Control stent system is designed to be delivered through an appropriately sized catheter sheath introducer.
",Imaging/Radiology Systems,1.0
"Cordis Precise Nitinol Stent System.   
The Cordis PRECISE Nitinol Stent System devices are designed to deliver a flexible, self-expanding endoluminal stent to the carotid vasculature via over-the-wire (OTW) 5.5F or 6F sheathed delivery systems.  The stent is cut from a solid nitinol tube into a fine mesh ( Z  configuration) design.  The delivery systems consist mainly of an inner shaft and an outer sheath with radiopaque markers, and a Tuohy Borst valve.  The inner shaft terminates distally in a catheter tip and originates proximally in a luer hub designed to accept a 0.018  guidewire.  The delivery systems have a nominal working length of 135 cm.  The self-expanding PRECISE stent is constrained within the space between the inner shaft and the outer sheath, located between distal and proximal stent makers on the inner shaft.  The stent expands to its unconstrained diameter when released from the deployment catheter into the carotid artery.  Upon deployment the stent forms an open lattice and pushes outward on the luminal surface, helping to maintain the patency of the artery.  
Due to the self-expanding behavior of nitinol, the stents are indicated for placement into vessels that are 1-2mm smaller in diameter than the unconstrained diameter of the stent.
",Catheters,1.0
"Cordis S.M.A.R.T. CONTROL /S.M.A.R.T. Vascular Stent System.  
 The S.M.A.R.T. CONTROL and S.M.A.R.T. Vascular Stent Systems consist of a self-expanding stent made of Nitinol (nickel-titanium alloy) material that is pre-mounted on an over-the-wire delivery system.  The stents contain tantalum markers at each end.  

The S.M.A.R.T. CONTROL and S.M.A.R.T. Vascular Stents are designed to open to a preprogrammed diameter at body temperature.  
There are two delivery system configurations S.M.A.R.T. CONTROL and S.M.A.R.T.  The stent is contained within the outer sheath of the delivery system.  Once the distal end of the delivery system reaches the treatment site, the outer sheath of the delivery system is retracted to expose the stent and start its self-expansion.  For the S.M.A.R.T. CONTROL Stent System, sheath retraction is achieved by grasping the handle in a fixed position with the tuning dial held between the thumb and index fingers, and rotating the tuning dial in a clockwise direction until the distal end of the stent is visibly apposed to the vessel wall.  For the S.M.A.R.T. Stent System, sheath retraction is achieved by grasping the inner shaft in a fixed position and moving the outer sheath proximally relative t the inner shaft.
",Blood Pumps,0.7340779900550842
"3M Durapore Advanced, Surgical Tape, Model Numbers: 1590-0, 1590-1, 1590-2, 1590-3, 1591-0, 1591-1, 1591-2, 1591-3, 1590S-1, 1590S-2, 1590B-118, 1590B-136",Other,0.46264752745628357
"ElectroTek Temporal Sensor Cable Gold - Long Length, Graduated - Product Usage: The electroencephalographic system ElectroTek is intended to acquire, display, and store the electrical activity of a patient s brain obtained by placing electrodes on the patient s scalp. The ElectroTek is intended to be used for such studies as electroencephalogram (EEG) and video EEG recording to aid in diagnosis. The ElectroTek does not draw any diagnostic conclusions.",Blood Pumps,0.7374976277351379
"ElectroTek Temporal Sensor Cable Gold - Long Length, Single Length - Product Usage: The electroencephalographic system ElectroTek is intended to acquire, display, and store the electrical activity of a patient s brain obtained by placing electrodes on the patient s scalp. The ElectroTek is intended to be used for such studies as electroencephalogram (EEG) and video EEG recording to aid in diagnosis. The ElectroTek does not draw any diagnostic conclusions.",Blood Pumps,0.7404525279998779
"Snapshot Tracker Kit, Mas2659-01, KIT0898, Rx Only, Non Sterile, UDI: 07290109181868",Other,0.5954090356826782
"CLASSIC Radiofrequency Cannula - Curved, 10 cm, SMK Compatible Electrode, REF C-1005-S - Product Usage: Disposable Radiofrequency Cannulae are provided in either straight, curved, or curved blunt geometries with a stylet inserted in the cannula. Cannulae are insulated except for the active tip. The active tip determines the size of the radiofrequency lesion.",Blood Pumps,0.7076165080070496
"BARD MAX-CORE Disposable Core Biopsy Instrument - Product Usage: The core needle biopsy device is intended for use in obtaining biopsies from soft tissues such as liver, kidney, prostate, spleen, lymph nodes and various soft tissue tumors. It is not intended for use in bone.",Blood Pumps,0.7944484353065491
"Alliance Tech Medical, Inc. All Flow Pulmonary Function Filters, 100 filters individually packaged in a clear, sealed bag printed with the part number, 100 filters/box, for single patient use, latex free, box of 100 Reorder Numbers: 5553100 (single filter reorder no. 5553000), 5554100 (single filter reorder no. 5554000), 5555100 (single filter reorder no. 5555000), 5559100 (single filter reorder no. 5559000), 7773100 (single filter reorder no. 7773000), and 7774100 (single filter reorder no. 7774000). The firm name on the label is Alliance Tech Medical, Inc., Granbury, TX, manufactured in Taiwan.
",Blood Pumps,0.6136255264282227
"Rhondium OVC3 One Visit Crown, Model FDI 24/25L USA 12/13L A2 HT, Nonsterile, Rx.  The firm name on the label is Rhondium Ltd., Katikati, New Zealand.",Other,0.5662873983383179
"DeRoyal KNEE BRACE, WARRIOR RECOVERY:
1) REF KB9000-01
2) REF 11-450A-00
3) REF 1150UTPP",Anesthesia Equipment,0.6509342789649963
"LIFESTREAM Balloon Expandable Vascular Covered Stent . BARD PERIPHERAL VASCULAR.  6mm X 26mm X 80 Recommended Introducer 6F (2.00mm)  NP 8atm (811 kPa)  Recommended Guide wire .035"" (0.89mm) RBP 12 atm (1216 kPa)  RX Only  Lot numbers begins with CMA or CMB.

Product Code  Stent Diameter  Stent length Catheter Length
LSM0800626   6mm                     26 mm          80 cm
LSM1350626   6 mm                     26 mm         135 cm
LSM0800637   6 mm                     37 mm           80 cm
LSM1350637   6 mm                     37 mm          135 cm
LSM0800726   7 mm                     26 mm            80 cm
LSM1350726   7 mm                     26 mm          135 cm
Product Usage: The LIFESTREAM Balloon Expandable Vascular Covered Stent is indicated for the treatment of atherosclerotic lesions in common and external iliac arteries with reference vessel diameters between 4.5 mm and 12.0 mm, and lesions lengths up to 100mm.",Catheters,1.0
"Medtronic Adapter Percutaneous Pin, REF 9734752 (GTIN 00643169529489)  and REF 9734752-G02 (GTIN 00763000054915), contained in the following kits:  Upgrade Set Percutaneous Pin, REF 9735502 (GTIN 00643169529533) and REF 9735502-G02 (GTIN 00763000208462); Medtronic Adapter Percutaneous Pin Kit, REF 9734752K (GTIN 00643169540521); and Medtronic Adapter Percutaneous Pin Kit, REF 9734752K (GTIN 00643169641006) (Japan).  The percutaneous pin adapter is a component of the StealthAir Frame Assembly.",Anesthesia Equipment,0.7035375237464905
"Arrow Berman Angiographic Catheter 50cc
Item Number:  AI-07130",Catheters,1.0
"Arrow Berman Angiographic Catheter 60cm
Item Number:   AI-07130-J",Catheters,1.0
"OARTRAC PROSTATE IMMOBILIZATION ENDORECTAL
BALLOON DEVICE KIT, Catalog Number: ORB-60F - Product Usage: pre-calibrated PSD sensors are intended for use during cancer treatments to measure photon and electron radiation therapy as an adjunct to treatment planning permitting measurement and validation of radiation dose received by the patient to the targeted area of their body.",Infusion Pumps,0.7264075875282288
"OARtrac PLUS CLINICAL DETECTOR UNIT
Catalog Number: OTS-V2-Plus - Product Usage: pre-calibrated PSD sensors are intended for use during cancer treatments to measure photon and electron radiation therapy as an adjunct to treatment planning permitting measurement and validation of radiation dose received by the patient to the targeted area of their body.",Infusion Pumps,0.7117184996604919
"MICRO-PSD Electron, Catalog Number: PSD-EE5N - Product Usage: pre-calibrated PSD sensors are intended for use during cancer treatments to measure photon and electron radiation therapy as an adjunct to treatment planning permitting measurement and validation of radiation dose received by the patient to the targeted area of their body.",Infusion Pumps,0.7078742384910583
"MICRO-PSD HDR, Catalog Number: PSD-HB5N - Product Usage: pre-calibrated PSD sensors are intended for use during cancer treatments to measure photon and electron radiation therapy as an adjunct to treatment planning permitting measurement and validation of radiation dose received by the patient to the targeted area of their body.",Infusion Pumps,0.70023113489151
"MICRO-PSD EXTERNAL BEAM PHOTON, Catalog Number: PSD-PE5N - Product Usage: pre-calibrated PSD sensors are intended for use during cancer treatments to measure photon and electron radiation therapy as an adjunct to treatment planning permitting measurement and validation of radiation dose received by the patient to the targeted area of their body.",Infusion Pumps,0.7009515166282654
"AngioJet Ultra Consoles-Thrombectomy System 
UPN:
105650-001D
105650-001H
105650-001R
105650-001Z
105650-002R
105650-004H
105650-004R
105650-007R
105650-009R
105650-024H
105650-024Z
105650-025
105650-025H
105650-025R
105650-026R

Product Usage - The AngioJet allows for percutaneous removal of thrombus located in peripheral arteries and veins, saphenous vein bypass grafts, native coronary arteries, and native or synthetic AV access conduits. Thrombectomy is accomplished using high-pressure saline jets contained in the catheter shaft. The saline jets create a low-pressure effect to draw thrombus into the catheter, fragment the thrombus, and remove the thrombus from the treatment site. The system consists of a single use Thrombectomy Set (several models available) and a free standing mobile Console.",Catheters,1.0
"Anesthesia Pediatric Circuit 72"", Model DYNJAPF6057A",Anesthesia Equipment,1.0
"Low Volume Cartridge IFU (SKU CAR-125-B) used with the following devices:

1) NxStage One, Model NX1000-1;
2) NxStage VersiHD Cycler, Model Numbers: NX1000-16, and NX1000-16-A;
3) NxStage One, Model Numbers: NX1000-3 and NX1000-3-A;
4) NxStage One, Model Numbers: NX1000-10 and NX1000-10-A;",Other,0.5757966041564941
"HydroDot brand:
 Wave Prep  4 oz. tubes-Product 1710-03. 
An electroconductive cream for use with external electrodes - Product Usage: An electroconductive cream for use with external electrodes to reduce the impedance of the contact between the electrode surface and the skin. The cream is not intended for use with stimulating electrodes.",Blood Pumps,0.7403956055641174
"HydroDot brand: Wave Prep Single use cups, 8.5 gm (0.3 oz) 24/box-Product 1700-24 - Product Usage:  An electroconductive cream for use with external electrodes to reduce the impedance of the contact between the electrode surface and the skin. The cream is not intended for use with stimulating electrodes.",Blood Pumps,0.7315134406089783
"HUDSON RCI SHERIDAN SHERI-BRONCH Endobronchial Tube REF 5-16135 - Product Usage: The Sheridan Endobronchial Tubes are intended for use in Thoracic surgery, brochospirometry, adminitration of endobronchial anesthesia and other uses commonly requiring endobronchial intubation. The Sheridan Endobronchial tube is indicated for main stem bronchus intubation and allows for selective inflation or deflation of either lung.",Anesthesia Equipment,1.0
"Natrelle Saline-Filled Breast Implant, for the following Styles and sizes, Style LP, Style 68 HP, Style 68 MP, 

Style LP/UDI:
NATRELLE Style 68LP-125 Saline Round Low	10888628000513,
NATRELLE Style 68LP-150 Saline Round Low	10888628000520,
NATRELLE Style 68LP-175 Saline Round Low	10888628000537,
NATRELLE Style 68LP-200 Saline Round Low	10888628000544,
NATRELLE Style 68LP-225 Saline Round Low	10888628000551,
NATRELLE Style 68LP-250 Saline Round Low	10888628000568,
NATRELLE Style 68LP-275 Saline Round Low	10888628000575,
NATRELLE Style 68LP-300 Saline Round Low	10888628000582,
NATRELLE Style 68LP-325 Saline Round Low	10888628000599,
NATRELLE Style 68LP-350 Saline Round Low	10888628000605,
NATRELLE Style 68LP-400 Saline Round Low	10888628000612,
NATRELLE Style 68LP-420 Saline Round Low	10888628000629,
NATRELLE Style 68LP-440 Saline Round Low	10888628000636,
NATRELLE Style 68LP-480 Saline Round Low	10888628000643,
NATRELLE Style 68LP-525 Saline Round Low	10888628000650,
NATRELLE Style 68LP-550 Saline Round Low	10888628000667,
NATRELLE Style 68LP-600 Saline Round Low	10888628000674,
NATRELLE Style 68LP-640 Saline Round Low	10888628000681,
NATRELLE Style 68LP-680 Saline Round Low	10888628000698,
Style 68 HP/UDI:
NATRELLE Style 68HP-160 Saline Round High	10888628000353,
NATRELLE Style 68HP-200 Saline Round High	10888628000360,
NATRELLE Style 68HP-240 Saline Round High	10888628000377,
NATRELLE Style 68HP-280 Saline Round High	10888628000384,
NATRELLE Style 68HP-320 Saline Round High	10888628000391,
NATRELLE Style 68HP-350 Saline Round High	10888628000407,
NATRELLE Style 68HP-400 Saline Round High	10888628000414,
NATRELLE Style 68HP-425 Saline Round High	10888628000421,
NATRELLE Style 68HP-465 Saline Round High	10888628000438,
NATRELLE Style 68HP-500 Saline Round High	10888628000445,
NATRELLE Style 68HP-550 Saline Round High	10888628000452,
NATRELLE Style 68HP-600 Saline Round High	10888628000469,
NATRELLE Style 68HP-650 Saline Round High	10888628000476,
NATRELLE Style 68HP-700 Saline Round High	10888628000483,
NATRELLE Style 68HP-750 Saline Round High	10888628000490,
NATRELLE Style 68HP-800 Saline Round High	10888628000506,
Style 68 MP/UDI:
NATRELLE Style 68MP-120 Saline Round Mod	10888628000155,
NATRELLE Style 68MP-150 Saline Round Mod	10888628000162,
NATRELLE Style 68MP-180 Saline Round Mod	10888628000179,
NATRELLE Style 68MP-210 Saline Round Mod	10888628000186,
NATRELLE Style 68MP-240 Saline Round Mod	10888628000193,
NATRELLE Style 68MP-270 Saline Round Mod	10888628000209,
NATRELLE Style 68MP-300 Saline Round Mod	10888628000216,
NATRELLE Style 68MP-330 Saline Round Mod	10888628000223,
NATRELLE Style 68MP-360 Saline Round Mod	10888628000230,
NATRELLE Style 68MP-390 Saline Round Mod	10888628000247,
NATRELLE Style 68MP-420 Saline Round Mod	10888628000254,
NATRELLE Style 68MP-450 Saline Round Mod	10888628000261,
NATRELLE Style 68MP-480 Saline Round Mod	10888628000278,
NATRELLE Style 68MP-510 Saline Round Mod	10888628000285,
NATRELLE Style 68MP-550 Saline Round Mod	10888628000292,
NATRELLE Style 68MP-600 Saline Round Mod	10888628000308,
NATRELLE Style 68MP-650 Saline Round Mod	10888628000315,
NATRELLE Style 68MP-700 Saline Round Mod	10888628000322,
NATRELLE Style 68MP-750 Saline Round Mod	10888628000339,
NATRELLE Style 68MP-800 Saline Round Mod	10888628000346,

",Blood Pumps,0.6580018997192383
"Natrelle Silicone Filled Breast Implants for the following Styles and Sizes: Style 10, Style 15, Style 20, Style 40, Style 45

Style 10/UDI:
NATRELLE Style 10-180 Gel Round Mod	10888628001206,
NATRELLE Style 10-210 Gel Round Mod	10888628001213,
NATRELLE Style 10-240 Gel Round Mod	10888628001220,
NATRELLE Style 10-270 Gel Round Mod	10888628001237,
NATRELLE Style 10-300 Gel Round Mod	10888628001244,
NATRELLE Style 10-330 Gel Round Mod	10888628001251,
NATRELLE Style 10-360 Gel Round Mod	10888628001268,
NATRELLE Style 10-390 Gel Round Mod	10888628001275,
NATRELLE Style 10-420 Gel Round Mod	10888628001282,
NATRELLE Style 10-450 Gel Round Mod	10888628001299,
NATRELLE Style 10-510 Gel Round Mod	10888628001312,
NATRELLE Style 10-800 Gel Round Mod	10888628001374,
Style 15/UDI:
NATRELLE Style 15-158 Gel Round Mod Plus	10888628001381,
NATRELLE Style 15-176 Gel Round Mod Plus	10888628001398,
NATRELLE Style 15-194 Gel Round Mod Plus	10888628001404,
NATRELLE Style 15-213 Gel Round Mod Plus	10888628001411,
NATRELLE Style 15-234 Gel Round Mod Plus	10888628001428,
NATRELLE Style 15-265 Gel Round Mod Plus	10888628001435,
NATRELLE Style 15-286 Gel Round Mod Plus	10888628001442,
NATRELLE Style 15-304 Gel Round Mod Plus	10888628001459,
NATRELLE Style 15-339 Gel Round Mod Plus	10888628001466,
NATRELLE Style 15-371 Gel Round Mod Plus	10888628001473,
NATRELLE Style 15-397 Gel Round Mod Plus	10888628001480,
NATRELLE Style 15-421 Gel Round Mod Plus	10888628001497,
NATRELLE Style 15-457 Gel Round Mod Plus	10888628001503,
NATRELLE Style 15-492 Gel Round Mod Plus	10888628001510,
NATRELLE Style 15-533 Gel Round Mod Plus	10888628001527,
NATRELLE Style 15-575 Gel Round Mod Plus	10888628001534,
NATRELLE Style 15-616 Gel Round Mod Plus	10888628001541,
NATRELLE Style 15-659 Gel Round Mod Plus	10888628001558,
NATRELLE Style 15-700 Gel Round Mod Plus	10888628001565,
NATRELLE Style 15-752 Gel Round Mod Plus	10888628001572,
Style 20/UDI:
NATRELLE Style 20-230 Gel Round High	10888628001633,
NATRELLE Style 20-280 Gel Round High	10888628001657,
NATRELLE Style 20-300 Gel Round High	10888628001664,
NATRELLE Style 20-325 Gel Round High	10888628001671,
NATRELLE Style 20-350 Gel Round High	10888628001688,
NATRELLE Style 20-375 Gel Round High	10888628001695,
NATRELLE Style 20-400 Gel Round High	10888628001701,
NATRELLE Style 20-425 Gel Round High	10888628001718,
NATRELLE Style 20-450 Gel Round High	10888628001725,
NATRELLE Style 20-475 Gel Round High	10888628001732,
NATRELLE Style 20-500 Gel Round High	10888628001749,
NATRELLE Style 20-550 Gel Round High	10888628001756,
NATRELLE Style 20-600 Gel Round High	10888628001763,
NATRELLE Style 20-650 Gel Round High	10888628001770,
NATRELLE Style 20-700 Gel Round High	10888628001787,
NATRELLE Style 20-750 Gel Round High	10888628001794,
NATRELLE Style 20-800 Gel Round High	10888628001800,
Style 40/UDI:
NATRELLE Style 40-160 Gel Round Mod	10888628001855,
NATRELLE Style 40-240 Gel Round Mod	10888628001893,
NATRELLE Style 40-340 Gel Round Mod	10888628001947,
Style 45/UDI:
NATRELLE Style 45-120 Gel Round Extra High	10888628002005,
NATRELLE Style 45-160 Gel Round Extra High	10888628002012,
NATRELLE Style 45-240 Gel Round Extra High	10888628002036,
NATRELLE Style 45-280 Gel Round Extra High	10888628002043,
NATRELLE Style 45-320 Gel Round Extra High	10888628002050,
NATRELLE Style 45-360 Gel Round Extra High	10888628002067,
NATRELLE Style 45-400 Gel Round Extra High	10888628002074,
NATRELLE Style 45-460 Gel Round Extra High	10888628002081,
NATRELLE Style 45-500 Gel Round Extra High	10888628002098,
NATRELLE Style 45-550 Gel Round Extra High	10888628002104,
NATRELLE Style 45-600 Gel Round Extra High	10888628002111,
NATRELLE Style 45-650 Gel Round Extra High	10888628002128,
NATRELLE Style 45-700 Gel Round Extra High	10888628002135,
NATRELLE Style 45-800 Gel Round Extra High	10888628002142,
",Other,0.5806249380111694
"Natrelle Inspira Sillicone-Filled Breast Implants for the following Styles and Sizes: 7607 SSM, 7608 SSF, 7609 SSX, 7513 SRL, 7514 SRLP, 7515 SRM, 7516 SRF, 7517 SRX, 7626 SCL, 7627 SCLP, 7628 SCM, 7629 SCF, 7630 SCX:

7607 SSM/UDI:
Natrelle Inspira SSM 140cc BI (US)	10888628032835,
Natrelle Inspira SSM 175cc BI (US)	10888628032842,
Natrelle Inspira SSM 195cc BI (US)	10888628032859,
Natrelle Inspira SSM 210cc BI (US)	10888628032866,
Natrelle Inspira SSM 240cc BI (US)	10888628032873,
Natrelle Inspira SSM 255cc BI (US)	10888628032880,
Natrelle Inspira SSM 275cc BI (US)	10888628032897,
Natrelle Inspira SSM 295cc BI (US)	10888628032903,
Natrelle Inspira SSM 310cc BI (US)	10888628032910,
Natrelle Inspira SSM 330cc BI (US)	10888628032927,
Natrelle Inspira SSM 345cc BI (US)	10888628032934,
Natrelle Inspira SSM 360cc BI (US)	10888628032941,
Natrelle Inspira SSM 375cc BI (US)	10888628032958,
Natrelle Inspira SSM 405cc BI (US)	10888628032965,
Natrelle Inspira SSM 445cc BI (US)	10888628032972,
Natrelle Inspira SSM 485cc BI (US)	10888628032989,
Natrelle Inspira SSM 520cc BI (US)	10888628032996,
Natrelle Inspira SSM 560cc BI (US)	10888628033009,
Natrelle Inspira SSM 600cc BI (US)	10888628033016,
Natrelle Inspira SSM 640cc BI (US)	10888628033023,
Natrelle Inspira SSM 685cc BI (US)	10888628033030,
7608 SSF/UDI:
Natrelle Inspira SSF 180cc BI (US)	10888628033054,
Natrelle Inspira SSF 200cc BI (US)	10888628033061,
Natrelle Inspira SSF 220cc BI (US)	10888628033078,
Natrelle Inspira SSF 240cc BI (US)	10888628033085,
Natrelle Inspira SSF 265cc BI (US)	10888628033092,
Natrelle Inspira SSF 295cc BI (US)	10888628033108,
Natrelle Inspira SSF 325cc BI (US)	10888628033115,
Natrelle Inspira SSF 335cc BI (US)	10888628033122,
Natrelle Inspira SSF 345cc BI (US)	10888628033139,
Natrelle Inspira SSF 365cc BI (US)	10888628033146,
Natrelle Inspira SSF 385cc BI (US)	10888628033153,
Natrelle Inspira SSF 415cc BI (US)	10888628033160,
Natrelle Inspira SSF 450cc BI (US)	10888628033177,
Natrelle Inspira SSF 485cc BI (US)	10888628033184,
Natrelle Inspira SSF 520cc BI (US)	10888628033191,
Natrelle Inspira SSF 560cc BI (US)	10888628033207,
Natrelle Inspira SSF 605cc BI (US)	10888628033214,
Natrelle Inspira SSF 650cc BI (US)	10888628033221,
Natrelle Inspira SSF 695cc BI (US)	10888628033238,
Natrelle Inspira SSF 745cc BI (US)	10888628033245,
Natrelle Inspira SSF 770cc BI (US)	10888628033252,
7609 SSX/UDI:
Natrelle Inspira SSX 200cc BI (US)	10888628033269,
Natrelle Inspira SSX 225cc BI (US)	10888628033276,
Natrelle Inspira SSX 255cc BI (US)	10888628033283,
Natrelle Inspira SSX 285cc BI (US)	10888628033290,
Natrelle Inspira SSX 310cc BI (US)	10888628033306,
Natrelle Inspira SSX 340cc BI (US)	10888628033313,
Natrelle Inspira SSX 375cc BI (US)	10888628033320,
Natrelle Inspira SSX 400cc BI (US)	10888628033337,
Natrelle Inspira SSX 420cc BI (US)	10888628033344,
Natrelle Inspira SSX 445cc BI (US)	10888628033351,
Natrelle Inspira SSX 470cc BI (US)	10888628033368,
Natrelle Inspira SSX 495cc BI (US)	10888628033375,
Natrelle Inspira SSX 525cc BI (US)	10888628033382,
Natrelle Inspira SSX 545cc BI (US)	10888628033399,
Natrelle Inspira SSX 560cc BI (US)	10888628033405,
Natrelle Inspira SSX 580cc BI (US)	10888628033412,
Natrelle Inspira SSX 615cc BI (US)	10888628033429,
Natrelle Inspira SSX 650cc BI (US)	10888628033436,
Natrelle Inspira SSX 700cc BI (US)	10888628033443,
Natrelle Inspira SSX 750cc BI (US)	10888628033450,
Natrelle Inspira SSX 800cc BI (US)	10888628033467,
7513 SRL/UDI:
Natrelle Inspira SRL 110cc BI (US)	        10888628006645,
Natrelle Inspira SRL 125cc BI (US)	10888628006652,
Natrelle Inspira SRL 140cc BI (US)	10888628006669,
Natrelle Inspira SRL 170cc BI (US)	10888628006676,
Natrelle Inspira SRL 200cc BI (US)	10888628006683,
Natrelle Inspira SRL 230cc BI (US)	10888628006690,
Natrelle Inspira SRL 260cc BI (US)	10888628006706,
Natrelle Inspira SRL 290cc BI (US)	10888628006713,
Natrelle Inspira SR",Other,0.48591741919517517
